97, 17513.346, 88555.11, 6351.78
98, -125090.945, 61974.145, 7482.6846
99, 24326.473, 66971.39, 6312.018
100, 7636.06, 145800.48, 4535.5806
101, 22138.266, 61810.59, 6363.5923
102, -189788.97, 118442.01, 7154.454
103, -115576.85, 66590.625, 7383.761
104, -158175.4, 116022.79, 7189.9365
105, -145444.92, 140155.05, 6769.6045
106, -176216.08, 117442.17, 7184.4307
107, -47055.266, 134547.58, 2904.034
108, -90761.55, 168700.88, 4224.981
109, -174583.19, 126416.83, 7155.645
110, -89270.484, 173010.02, 3727.1262
111, -125915.8, 176951.61, 7387.9263
112, -60129.195, 79577.61, 3122.9888
113, -20074.146, 138390.53, 7655.6665
114, -103476.55, 155799.28, 5819.0615
115, -52183.523, -1117.6906, 7342.5317
116, -170185.52, 100398.4, 7154.0938
117, 5482.044, 45057.324, 7729.5874
118, -3652.4807, 67770.41, 6380.649
119, -49695.426, -8683.754, 7925.2983
120, -77937.95, 160903.31, 3225.1562
121, 7758.229, 28449.934, 7706.639
122, -112426.42, 168427.33, 5675.561
123, -3875.977, 38714.082, 7376.209
124, -19874.395, 85007.3, 6388.5425
125, -9912.751, 41084.9, 7818.893
126, 7191.86, 135749.22, 6169.0693
127, -23495.965, 28651.29, 7763.2974
128, 24075.428, 70668.61, 6361.318
129, -11009.161, 82027.27, 6403.0884
130, -76951.91, 145476.62, 3875.2935
131, -41449.676, 145459.83, 2904.4883
132, 52745.33, 108957.72, 12986.257
133, 6784.806, 149092.34, 4536.8125
134, 5004.8423, 22277.209, 7738.267
135, -13944.774, 68668.99, 6466.3496
136, -173025.33, 109077.23, 7155.809
137, 43748.7, 118738.69, 7084.3423
138, -15496.849, 72556.43, 6333.251
139, -68572.83, 142027.62, 2444.487
140, -131054.01, 180065.89, 6917.1777
141, -105595.46, 162414.45, 6106.638
142, 6577.9883, 60125.17, 7000.3325
143, -108971.11, 159728.38, 5891.067
144, -41723.812, 162562.27, 2287.6575
145, -92414.016, 171942.03, 4437.441
146, -80683.68, 171349.27, 3426.6484
147, -168509.17, 129598.78, 7221.083
148, 8924.298, 141906.62, 4560.9067
149, -1485.5961, 143290.84, 5558.6313
150, -45614.992, -6084.8193, 7852.348
151, -33832.133, 38734.47, 7374.713
152, 16435.832, 38014.625, 7713.347
153, -153597.73, 139795.36, 6780.1475
154, -110684.89, 65922.05, 7198.4272
155, -34991.348, 26080.861, 7768.1396
156, -142405.9, 139947.12, 6768.28
157, -155157.67, 143375.11, 6760.1934
158, -14466.64, 80141.0, 6440.514
159, -99751.58, 179129.81, 4559.5747
160, -70127.555, 43741.07, 7762.0044
161, -147825.73, 138790.28, 7170.647
162, -16784.824, 131076.39, 6369.916
163, -22713.248, 45790.29, 7746.6577
164, -169637.98, 110697.7, 7106.681
165, -129366.16, 120897.55, 7081.294
166, -48834.89, 133261.05, 3007.273
167, -7585.18, 94478.76, 6349.301
168, -73064.51, 142467.34, 3752.0603
169, -18057.61, 42900.99, 7746.6577
170, -145292.0, 170493.34, 8166.599
171, -111831.016, 64017.14, 7474.8804
172, -47562.766, 46271.81, 7740.429
173, 27538.748, 79002.17, 6413.359
174, 21446.412, 59959.656, 6383.0493
175, -7747.991, 93311.984, 6379.063
176, -8467.927, 46285.586, 7763.9795
177, 21087.36, 42702.004, 7771.6724
178, -20869.666, 95750.62, 6393.8857
179, -192621.47, 116715.96, 7158.462
180, -91577.55, 165939.61, 4144.971
181, -113856.914, 173460.0, 6394.723
182, -8877.664, 93548.34, 6379.1304
183, 10931.79, 145247.42, 3535.6025
184, 12914.95, 144591.5, 4487.6025
185, -123123.92, 167551.89, 6726.808
186, -30072.906, 9247.25, 8215.979
187, -52564.45, 47290.098, 7780.0225
188, -100170.766, 68624.055, 6777.6206
189, 15546.915, 125041.17, 6380.537
190, -61649.46, 80813.84, 2873.3518
191, 3004.384, 81354.43, 6339.323
192, 45439.438, 81355.15, 6145.9004
193, -102919.59, 169545.92, 5888.1675
194, -127186.64, 182031.44, 6705.8623
195, -70597.805, 58169.453, 6366.9683
196, -171107.77, 113508.63, 7213.1943
197, -9161.762, 98588.92, 6364.0015
198, 9592.053, 133131.34, 6124.2397
199, -142490.52, 163523.23, 6913.961
200, -9302.551, 97842.55, 6359.66
